manifest_row,run_id,stage,design_id,created_at_utc,model_id,provider,route,panel_role,reasoning_json,language,story_id,condition_id,persona_id,persona_label,temperature,temperature_label,top_p,max_completion_tokens,repetition,system_prompt,user_template,response_schema,texts_dir,text_registry,persona_registry,main_panel,factorial_config,temperature_policy,persona_policy,git_commit,factorial_config_sha256,condition_table_sha256,main_panel_sha256,system_prompt_sha256,user_template_sha256,response_schema_sha256,text_registry_sha256,persona_registry_sha256
10,scis2026_factorial_v1_sanity_manifest_v1,sanity,scis2026_factorial_v1,2026-04-25T00:05:37+00:00,openai/gpt-5.4,openrouter,openrouter,frontier_reference,"{""effort"": ""none"", ""exclude"": true}",ja,T1,C04,p1,college_freshman,0.9,t09,1.0,700,2,prompts/scis/factorial_v1_system.md,prompts/scis/factorial_v1_user_template.md,prompts/shared/response_schema.json,data/catalogs/texts_private,configs/shared/texts_from_definitions.yaml,configs/shared/personas_from_definitions.yaml,configs/scis/main_panel_v2.yaml,configs/scis/factorial_v1.yaml,api_parameter_only_not_prompt_text,prompt_interpretive_stance_only,8268791a25303269d0df1e9f6125948481e3fb31,c206e9a6384b2e0b388aaa0e5aa3b90f821d47793edb10e24f822db6da42c208,b3007caca67a57e98e39fd36b5cfad08141112a336e54cf83ff062c5f55230a0,6fdaf2e2e878ea75ec891ba8441e1c86c24266ce9735fe05352d09953e51c69a,30421a409008ba52b7e183f2a525ad97ace71717deaab1cac5ff052086fdcde4,285bbc6e9520c810cf3a4a66caaaee7952f2f1ab46de78f78e67b644effad71a,4d3bb3c6d727502b62367ba562d26a0d497f8d35c2dd43948054d3641013f8ab,7072279394ba641069fc7c1141569b984e318e10d9f59accef2b18f4e2601ef0,6439fd56cb363f634bed520fd2201c28ba71be83867364ef70c6344040da6308
11,scis2026_factorial_v1_sanity_manifest_v1,sanity,scis2026_factorial_v1,2026-04-25T00:05:37+00:00,openai/gpt-5.4,openrouter,openrouter,frontier_reference,"{""effort"": ""none"", ""exclude"": true}",ja,T1,C04,p1,college_freshman,0.9,t09,1.0,700,3,prompts/scis/factorial_v1_system.md,prompts/scis/factorial_v1_user_template.md,prompts/shared/response_schema.json,data/catalogs/texts_private,configs/shared/texts_from_definitions.yaml,configs/shared/personas_from_definitions.yaml,configs/scis/main_panel_v2.yaml,configs/scis/factorial_v1.yaml,api_parameter_only_not_prompt_text,prompt_interpretive_stance_only,8268791a25303269d0df1e9f6125948481e3fb31,c206e9a6384b2e0b388aaa0e5aa3b90f821d47793edb10e24f822db6da42c208,b3007caca67a57e98e39fd36b5cfad08141112a336e54cf83ff062c5f55230a0,6fdaf2e2e878ea75ec891ba8441e1c86c24266ce9735fe05352d09953e51c69a,30421a409008ba52b7e183f2a525ad97ace71717deaab1cac5ff052086fdcde4,285bbc6e9520c810cf3a4a66caaaee7952f2f1ab46de78f78e67b644effad71a,4d3bb3c6d727502b62367ba562d26a0d497f8d35c2dd43948054d3641013f8ab,7072279394ba641069fc7c1141569b984e318e10d9f59accef2b18f4e2601ef0,6439fd56cb363f634bed520fd2201c28ba71be83867364ef70c6344040da6308
12,scis2026_factorial_v1_sanity_manifest_v1,sanity,scis2026_factorial_v1,2026-04-25T00:05:37+00:00,openai/gpt-5.4,openrouter,openrouter,frontier_reference,"{""effort"": ""none"", ""exclude"": true}",ja,T1,C05,p2,literary_scholar,0.1,t01,1.0,700,1,prompts/scis/factorial_v1_system.md,prompts/scis/factorial_v1_user_template.md,prompts/shared/response_schema.json,data/catalogs/texts_private,configs/shared/texts_from_definitions.yaml,configs/shared/personas_from_definitions.yaml,configs/scis/main_panel_v2.yaml,configs/scis/factorial_v1.yaml,api_parameter_only_not_prompt_text,prompt_interpretive_stance_only,8268791a25303269d0df1e9f6125948481e3fb31,c206e9a6384b2e0b388aaa0e5aa3b90f821d47793edb10e24f822db6da42c208,b3007caca67a57e98e39fd36b5cfad08141112a336e54cf83ff062c5f55230a0,6fdaf2e2e878ea75ec891ba8441e1c86c24266ce9735fe05352d09953e51c69a,30421a409008ba52b7e183f2a525ad97ace71717deaab1cac5ff052086fdcde4,285bbc6e9520c810cf3a4a66caaaee7952f2f1ab46de78f78e67b644effad71a,4d3bb3c6d727502b62367ba562d26a0d497f8d35c2dd43948054d3641013f8ab,7072279394ba641069fc7c1141569b984e318e10d9f59accef2b18f4e2601ef0,6439fd56cb363f634bed520fd2201c28ba71be83867364ef70c6344040da6308
13,scis2026_factorial_v1_sanity_manifest_v1,sanity,scis2026_factorial_v1,2026-04-25T00:05:37+00:00,openai/gpt-5.4,openrouter,openrouter,frontier_reference,"{""effort"": ""none"", ""exclude"": true}",ja,T1,C05,p2,literary_scholar,0.1,t01,1.0,700,2,prompts/scis/factorial_v1_system.md,prompts/scis/factorial_v1_user_template.md,prompts/shared/response_schema.json,data/catalogs/texts_private,configs/shared/texts_from_definitions.yaml,configs/shared/personas_from_definitions.yaml,configs/scis/main_panel_v2.yaml,configs/scis/factorial_v1.yaml,api_parameter_only_not_prompt_text,prompt_interpretive_stance_only,8268791a25303269d0df1e9f6125948481e3fb31,c206e9a6384b2e0b388aaa0e5aa3b90f821d47793edb10e24f822db6da42c208,b3007caca67a57e98e39fd36b5cfad08141112a336e54cf83ff062c5f55230a0,6fdaf2e2e878ea75ec891ba8441e1c86c24266ce9735fe05352d09953e51c69a,30421a409008ba52b7e183f2a525ad97ace71717deaab1cac5ff052086fdcde4,285bbc6e9520c810cf3a4a66caaaee7952f2f1ab46de78f78e67b644effad71a,4d3bb3c6d727502b62367ba562d26a0d497f8d35c2dd43948054d3641013f8ab,7072279394ba641069fc7c1141569b984e318e10d9f59accef2b18f4e2601ef0,6439fd56cb363f634bed520fd2201c28ba71be83867364ef70c6344040da6308
14,scis2026_factorial_v1_sanity_manifest_v1,sanity,scis2026_factorial_v1,2026-04-25T00:05:37+00:00,openai/gpt-5.4,openrouter,openrouter,frontier_reference,"{""effort"": ""none"", ""exclude"": true}",ja,T1,C05,p2,literary_scholar,0.1,t01,1.0,700,3,prompts/scis/factorial_v1_system.md,prompts/scis/factorial_v1_user_template.md,prompts/shared/response_schema.json,data/catalogs/texts_private,configs/shared/texts_from_definitions.yaml,configs/shared/personas_from_definitions.yaml,configs/scis/main_panel_v2.yaml,configs/scis/factorial_v1.yaml,api_parameter_only_not_prompt_text,prompt_interpretive_stance_only,8268791a25303269d0df1e9f6125948481e3fb31,c206e9a6384b2e0b388aaa0e5aa3b90f821d47793edb10e24f822db6da42c208,b3007caca67a57e98e39fd36b5cfad08141112a336e54cf83ff062c5f55230a0,6fdaf2e2e878ea75ec891ba8441e1c86c24266ce9735fe05352d09953e51c69a,30421a409008ba52b7e183f2a525ad97ace71717deaab1cac5ff052086fdcde4,285bbc6e9520c810cf3a4a66caaaee7952f2f1ab46de78f78e67b644effad71a,4d3bb3c6d727502b62367ba562d26a0d497f8d35c2dd43948054d3641013f8ab,7072279394ba641069fc7c1141569b984e318e10d9f59accef2b18f4e2601ef0,6439fd56cb363f634bed520fd2201c28ba71be83867364ef70c6344040da6308
15,scis2026_factorial_v1_sanity_manifest_v1,sanity,scis2026_factorial_v1,2026-04-25T00:05:37+00:00,openai/gpt-5.4,openrouter,openrouter,frontier_reference,"{""effort"": ""none"", ""exclude"": true}",ja,T1,C06,p2,literary_scholar,0.4,t04,1.0,700,1,prompts/scis/factorial_v1_system.md,prompts/scis/factorial_v1_user_template.md,prompts/shared/response_schema.json,data/catalogs/texts_private,configs/shared/texts_from_definitions.yaml,configs/shared/personas_from_definitions.yaml,configs/scis/main_panel_v2.yaml,configs/scis/factorial_v1.yaml,api_parameter_only_not_prompt_text,prompt_interpretive_stance_only,8268791a25303269d0df1e9f6125948481e3fb31,c206e9a6384b2e0b388aaa0e5aa3b90f821d47793edb10e24f822db6da42c208,b3007caca67a57e98e39fd36b5cfad08141112a336e54cf83ff062c5f55230a0,6fdaf2e2e878ea75ec891ba8441e1c86c24266ce9735fe05352d09953e51c69a,30421a409008ba52b7e183f2a525ad97ace71717deaab1cac5ff052086fdcde4,285bbc6e9520c810cf3a4a66caaaee7952f2f1ab46de78f78e67b644effad71a,4d3bb3c6d727502b62367ba562d26a0d497f8d35c2dd43948054d3641013f8ab,7072279394ba641069fc7c1141569b984e318e10d9f59accef2b18f4e2601ef0,6439fd56cb363f634bed520fd2201c28ba71be83867364ef70c6344040da6308
16,scis2026_factorial_v1_sanity_manifest_v1,sanity,scis2026_factorial_v1,2026-04-25T00:05:37+00:00,openai/gpt-5.4,openrouter,openrouter,frontier_reference,"{""effort"": ""none"", ""exclude"": true}",ja,T1,C06,p2,literary_scholar,0.4,t04,1.0,700,2,prompts/scis/factorial_v1_system.md,prompts/scis/factorial_v1_user_template.md,prompts/shared/response_schema.json,data/catalogs/texts_private,configs/shared/texts_from_definitions.yaml,configs/shared/personas_from_definitions.yaml,configs/scis/main_panel_v2.yaml,configs/scis/factorial_v1.yaml,api_parameter_only_not_prompt_text,prompt_interpretive_stance_only,8268791a25303269d0df1e9f6125948481e3fb31,c206e9a6384b2e0b388aaa0e5aa3b90f821d47793edb10e24f822db6da42c208,b3007caca67a57e98e39fd36b5cfad08141112a336e54cf83ff062c5f55230a0,6fdaf2e2e878ea75ec891ba8441e1c86c24266ce9735fe05352d09953e51c69a,30421a409008ba52b7e183f2a525ad97ace71717deaab1cac5ff052086fdcde4,285bbc6e9520c810cf3a4a66caaaee7952f2f1ab46de78f78e67b644effad71a,4d3bb3c6d727502b62367ba562d26a0d497f8d35c2dd43948054d3641013f8ab,7072279394ba641069fc7c1141569b984e318e10d9f59accef2b18f4e2601ef0,6439fd56cb363f634bed520fd2201c28ba71be83867364ef70c6344040da6308
17,scis2026_factorial_v1_sanity_manifest_v1,sanity,scis2026_factorial_v1,2026-04-25T00:05:37+00:00,openai/gpt-5.4,openrouter,openrouter,frontier_reference,"{""effort"": ""none"", ""exclude"": true}",ja,T1,C06,p2,literary_scholar,0.4,t04,1.0,700,3,prompts/scis/factorial_v1_system.md,prompts/scis/factorial_v1_user_template.md,prompts/shared/response_schema.json,data/catalogs/texts_private,configs/shared/texts_from_definitions.yaml,configs/shared/personas_from_definitions.yaml,configs/scis/main_panel_v2.yaml,configs/scis/factorial_v1.yaml,api_parameter_only_not_prompt_text,prompt_interpretive_stance_only,8268791a25303269d0df1e9f6125948481e3fb31,c206e9a6384b2e0b388aaa0e5aa3b90f821d47793edb10e24f822db6da42c208,b3007caca67a57e98e39fd36b5cfad08141112a336e54cf83ff062c5f55230a0,6fdaf2e2e878ea75ec891ba8441e1c86c24266ce9735fe05352d09953e51c69a,30421a409008ba52b7e183f2a525ad97ace71717deaab1cac5ff052086fdcde4,285bbc6e9520c810cf3a4a66caaaee7952f2f1ab46de78f78e67b644effad71a,4d3bb3c6d727502b62367ba562d26a0d497f8d35c2dd43948054d3641013f8ab,7072279394ba641069fc7c1141569b984e318e10d9f59accef2b18f4e2601ef0,6439fd56cb363f634bed520fd2201c28ba71be83867364ef70c6344040da6308
18,scis2026_factorial_v1_sanity_manifest_v1,sanity,scis2026_factorial_v1,2026-04-25T00:05:37+00:00,openai/gpt-5.4,openrouter,openrouter,frontier_reference,"{""effort"": ""none"", ""exclude"": true}",ja,T1,C07,p2,literary_scholar,0.7,t07,1.0,700,1,prompts/scis/factorial_v1_system.md,prompts/scis/factorial_v1_user_template.md,prompts/shared/response_schema.json,data/catalogs/texts_private,configs/shared/texts_from_definitions.yaml,configs/shared/personas_from_definitions.yaml,configs/scis/main_panel_v2.yaml,configs/scis/factorial_v1.yaml,api_parameter_only_not_prompt_text,prompt_interpretive_stance_only,8268791a25303269d0df1e9f6125948481e3fb31,c206e9a6384b2e0b388aaa0e5aa3b90f821d47793edb10e24f822db6da42c208,b3007caca67a57e98e39fd36b5cfad08141112a336e54cf83ff062c5f55230a0,6fdaf2e2e878ea75ec891ba8441e1c86c24266ce9735fe05352d09953e51c69a,30421a409008ba52b7e183f2a525ad97ace71717deaab1cac5ff052086fdcde4,285bbc6e9520c810cf3a4a66caaaee7952f2f1ab46de78f78e67b644effad71a,4d3bb3c6d727502b62367ba562d26a0d497f8d35c2dd43948054d3641013f8ab,7072279394ba641069fc7c1141569b984e318e10d9f59accef2b18f4e2601ef0,6439fd56cb363f634bed520fd2201c28ba71be83867364ef70c6344040da6308
19,scis2026_factorial_v1_sanity_manifest_v1,sanity,scis2026_factorial_v1,2026-04-25T00:05:37+00:00,openai/gpt-5.4,openrouter,openrouter,frontier_reference,"{""effort"": ""none"", ""exclude"": true}",ja,T1,C07,p2,literary_scholar,0.7,t07,1.0,700,2,prompts/scis/factorial_v1_system.md,prompts/scis/factorial_v1_user_template.md,prompts/shared/response_schema.json,data/catalogs/texts_private,configs/shared/texts_from_definitions.yaml,configs/shared/personas_from_definitions.yaml,configs/scis/main_panel_v2.yaml,configs/scis/factorial_v1.yaml,api_parameter_only_not_prompt_text,prompt_interpretive_stance_only,8268791a25303269d0df1e9f6125948481e3fb31,c206e9a6384b2e0b388aaa0e5aa3b90f821d47793edb10e24f822db6da42c208,b3007caca67a57e98e39fd36b5cfad08141112a336e54cf83ff062c5f55230a0,6fdaf2e2e878ea75ec891ba8441e1c86c24266ce9735fe05352d09953e51c69a,30421a409008ba52b7e183f2a525ad97ace71717deaab1cac5ff052086fdcde4,285bbc6e9520c810cf3a4a66caaaee7952f2f1ab46de78f78e67b644effad71a,4d3bb3c6d727502b62367ba562d26a0d497f8d35c2dd43948054d3641013f8ab,7072279394ba641069fc7c1141569b984e318e10d9f59accef2b18f4e2601ef0,6439fd56cb363f634bed520fd2201c28ba71be83867364ef70c6344040da6308
